year,garnizon,method,suicides,outcome
2016,Gorzów Wlkp.,hanging,144,Fatal
2016,Gorzów Wlkp.,throwing to moving vehicle,4,Fatal
2016,Gorzów Wlkp.,shooting,3,Fatal
2016,Gorzów Wlkp.,pills,4,Fatal
2016,Katowice,gas,1,Fatal
2016,Katowice,poison,1,Fatal
2016,Katowice,damaging circulatory system,6,Fatal
2016,Katowice,self harm,10,Fatal
2016,Katowice,throwing from height,54,Fatal
2016,Katowice,drowning,7,Fatal
2016,Katowice,hanging,516,Fatal
2016,Katowice,throwing to moving vehicle,18,Fatal
2016,Katowice,shooting,6,Fatal
2016,Katowice,pills,8,Fatal
2016,Kielce,gas,0,Fatal
2016,Kielce,poison,0,Fatal
2016,Kielce,damaging circulatory system,2,Fatal
2016,Kielce,self harm,2,Fatal
2016,Kielce,throwing from height,12,Fatal
2016,Kielce,drowning,1,Fatal
2016,Kielce,hanging,180,Fatal
2016,Kielce,throwing to moving vehicle,1,Fatal
2016,Kielce,shooting,2,Fatal
2016,Kielce,pills,3,Fatal
2016,Kraków,gas,4,Fatal
2016,Kraków,poison,1,Fatal
2016,Kraków,damaging circulatory system,8,Fatal
2016,Kraków,self harm,7,Fatal
2016,Kraków,throwing from height,27,Fatal
2016,Kraków,drowning,7,Fatal
2016,Kraków,hanging,353,Fatal
2016,Kraków,throwing to moving vehicle,6,Fatal
2016,Kraków,shooting,5,Fatal
2016,Kraków,pills,6,Fatal
2016,Łódź,gas,0,Fatal
2016,Łódź,poison,0,Fatal
2016,Łódź,damaging circulatory system,4,Fatal
2016,Łódź,self harm,5,Fatal
2016,Łódź,throwing from height,27,Fatal
2016,Łódź,drowning,2,Fatal
2016,Łódź,hanging,319,Fatal
2016,Łódź,throwing to moving vehicle,8,Fatal
2016,Łódź,shooting,2,Fatal
2016,Łódź,pills,6,Fatal
2016,Lublin,gas,0,Fatal
2016,Lublin,poison,3,Fatal
2016,Lublin,damaging circulatory system,1,Fatal
2016,Lublin,self harm,2,Fatal
2016,Lublin,throwing from height,15,Fatal
2016,Lublin,drowning,6,Fatal
2016,Lublin,hanging,298,Fatal
2016,Lublin,throwing to moving vehicle,4,Fatal
2016,Lublin,shooting,4,Fatal
2016,Lublin,pills,3,Fatal
2016,Olsztyn,gas,1,Fatal
2016,Olsztyn,poison,0,Fatal
2016,Olsztyn,damaging circulatory system,5,Fatal
2016,Olsztyn,self harm,2,Fatal
2016,Olsztyn,throwing from height,8,Fatal
2016,Olsztyn,drowning,3,Fatal
2016,Olsztyn,hanging,205,Fatal
2016,Olsztyn,throwing to moving vehicle,3,Fatal
2016,Olsztyn,shooting,1,Fatal
2016,Olsztyn,pills,1,Fatal
2016,Opole,gas,1,Fatal
2016,Opole,poison,0,Fatal
2016,Opole,damaging circulatory system,0,Fatal
2016,Opole,self harm,2,Fatal
2016,Opole,throwing from height,10,Fatal
2016,Opole,drowning,1,Fatal
2016,Opole,hanging,104,Fatal
2016,Opole,throwing to moving vehicle,3,Fatal
2016,Opole,shooting,0,Fatal
2016,Opole,pills,5,Fatal
2016,Poznań,gas,1,Fatal
2016,Poznań,poison,2,Fatal
2016,Poznań,damaging circulatory system,5,Fatal
2016,Poznań,self harm,4,Fatal
2016,Poznań,throwing from height,13,Fatal
2016,Poznań,drowning,7,Fatal
2016,Poznań,hanging,337,Fatal
2016,Poznań,throwing to moving vehicle,11,Fatal
2016,Poznań,shooting,4,Fatal
2016,Poznań,pills,2,Fatal
2016,Rzeszów,gas,4,Fatal
2016,Rzeszów,poison,1,Fatal
2016,Rzeszów,damaging circulatory system,2,Fatal
2016,Rzeszów,self harm,2,Fatal
2016,Rzeszów,throwing from height,5,Fatal
2016,Rzeszów,drowning,3,Fatal
2016,Rzeszów,hanging,208,Fatal
2016,Rzeszów,throwing to moving vehicle,5,Fatal
2016,Rzeszów,shooting,3,Fatal
2016,Rzeszów,pills,0,Fatal
2016,Szczecin,gas,0,Fatal
2016,Szczecin,poison,0,Fatal
2016,Szczecin,damaging circulatory system,1,Fatal
2016,Szczecin,self harm,3,Fatal
2016,Szczecin,throwing from height,15,Fatal
2016,Szczecin,drowning,1,Fatal
2016,Szczecin,hanging,218,Fatal
2016,Szczecin,throwing to moving vehicle,6,Fatal
2016,Szczecin,shooting,7,Fatal
2016,Szczecin,pills,6,Fatal
2016,Warszawa,gas,2,Fatal
2016,Warszawa,poison,3,Fatal
2016,Warszawa,damaging circulatory system,6,Fatal
2016,Warszawa,self harm,13,Fatal
2016,Warszawa,throwing from height,51,Fatal
2016,Warszawa,drowning,2,Fatal
2016,Warszawa,hanging,259,Fatal
2016,Warszawa,throwing to moving vehicle,12,Fatal
2016,Warszawa,shooting,8,Fatal
2016,Warszawa,pills,7,Fatal
2016,Radom,gas,1,Fatal
2016,Radom,poison,0,Fatal
2016,Radom,damaging circulatory system,0,Fatal
2016,Radom,self harm,1,Fatal
2016,Radom,throwing from height,10,Fatal
2016,Radom,drowning,7,Fatal
2016,Radom,hanging,359,Fatal
2016,Radom,throwing to moving vehicle,2,Fatal
2016,Radom,shooting,5,Fatal
2016,Radom,pills,3,Fatal
2016,Wrocław,gas,4,Fatal
2016,Wrocław,poison,1,Fatal
2016,Wrocław,damaging circulatory system,5,Fatal
2016,Wrocław,self harm,4,Fatal
2016,Wrocław,throwing from height,44,Fatal
2016,Wrocław,drowning,4,Fatal
2016,Wrocław,hanging,369,Fatal
2016,Wrocław,throwing to moving vehicle,2,Fatal
2016,Wrocław,shooting,4,Fatal
2016,Wrocław,pills,5,Fatal
2017,Bydgoszcz,gas,1,Fatal
2017,Bydgoszcz,poison,1,Fatal
2017,Bydgoszcz,damaging circulatory system,4,Fatal
2017,Bydgoszcz,self harm,0,Fatal
2017,Bydgoszcz,throwing from height,3,Fatal
2017,Bydgoszcz,drowning,6,Fatal
2017,Bydgoszcz,hanging,220,Fatal
2017,Bydgoszcz,throwing to moving vehicle,3,Fatal
2017,Bydgoszcz,shooting,5,Fatal
2017,Bydgoszcz,pills,2,Fatal
2017,Białystok,gas,2,Fatal
2017,Białystok,poison,0,Fatal
2017,Białystok,damaging circulatory system,3,Fatal
2017,Białystok,self harm,4,Fatal
2017,Białystok,throwing from height,11,Fatal
2017,Białystok,drowning,2,Fatal
2017,Białystok,hanging,111,Fatal
2017,Białystok,throwing to moving vehicle,2,Fatal
2017,Białystok,shooting,3,Fatal
2017,Białystok,pills,0,Fatal
2017,Gdańsk,gas,3,Fatal
2017,Gdańsk,poison,1,Fatal
2017,Gdańsk,damaging circulatory system,3,Fatal
2017,Gdańsk,self harm,5,Fatal
2017,Gdańsk,throwing from height,26,Fatal
2017,Gdańsk,drowning,1,Fatal
2017,Gdańsk,hanging,245,Fatal
2017,Gdańsk,throwing to moving vehicle,14,Fatal
2017,Gdańsk,shooting,5,Fatal
2017,Gdańsk,pills,9,Fatal
2017,Gorzów Wlkp.,gas,0,Fatal
2017,Gorzów Wlkp.,poison,0,Fatal
2017,Gorzów Wlkp.,damaging circulatory system,1,Fatal
2017,Gorzów Wlkp.,self harm,1,Fatal
2017,Gorzów Wlkp.,throwing from height,9,Fatal
2017,Gorzów Wlkp.,drowning,1,Fatal
2017,Gorzów Wlkp.,hanging,146,Fatal
2017,Gorzów Wlkp.,throwing to moving vehicle,1,Fatal
2017,Gorzów Wlkp.,shooting,1,Fatal
2017,Gorzów Wlkp.,pills,3,Fatal
2017,Katowice,gas,7,Fatal
2017,Katowice,poison,2,Fatal
2017,Katowice,damaging circulatory system,4,Fatal
2017,Katowice,self harm,4,Fatal
2017,Katowice,throwing from height,65,Fatal
2017,Katowice,drowning,2,Fatal
2017,Katowice,hanging,464,Fatal
2017,Katowice,throwing to moving vehicle,13,Fatal
2017,Katowice,shooting,7,Fatal
2017,Katowice,pills,15,Fatal
2017,Kielce,gas,0,Fatal
2017,Kielce,poison,0,Fatal
2017,Kielce,damaging circulatory system,3,Fatal
2017,Kielce,self harm,1,Fatal
2017,Kielce,throwing from height,7,Fatal
2017,Kielce,drowning,1,Fatal
2017,Kielce,hanging,175,Fatal
2017,Kielce,throwing to moving vehicle,1,Fatal
2017,Kielce,shooting,2,Fatal
2017,Kielce,pills,6,Fatal
2017,Kraków,gas,4,Fatal
2017,Kraków,poison,2,Fatal
2017,Kraków,damaging circulatory system,11,Fatal
2017,Kraków,self harm,1,Fatal
2017,Kraków,throwing from height,29,Fatal
2017,Kraków,drowning,11,Fatal
2017,Kraków,hanging,331,Fatal
2017,Kraków,throwing to moving vehicle,5,Fatal
2017,Kraków,shooting,6,Fatal
2017,Kraków,pills,11,Fatal
2017,Łódź,gas,1,Fatal
2017,Łódź,poison,1,Fatal
2017,Łódź,damaging circulatory system,5,Fatal
2017,Łódź,self harm,3,Fatal
2017,Łódź,throwing from height,27,Fatal
2017,Łódź,drowning,2,Fatal
2017,Łódź,hanging,314,Fatal
2017,Łódź,throwing to moving vehicle,7,Fatal
2017,Łódź,shooting,4,Fatal
2017,Łódź,pills,4,Fatal
2017,Lublin,gas,0,Fatal
2017,Lublin,poison,2,Fatal
2017,Lublin,damaging circulatory system,5,Fatal
2017,Lublin,self harm,5,Fatal
2017,Lublin,throwing from height,23,Fatal
2017,Lublin,drowning,4,Fatal
2017,Lublin,hanging,271,Fatal
2017,Lublin,throwing to moving vehicle,6,Fatal
2017,Lublin,shooting,2,Fatal
2017,Lublin,pills,5,Fatal
2017,Olsztyn,gas,1,Fatal
2017,Olsztyn,poison,0,Fatal
2017,Olsztyn,damaging circulatory system,1,Fatal
2017,Olsztyn,self harm,2,Fatal
2017,Olsztyn,throwing from height,9,Fatal
2017,Olsztyn,drowning,1,Fatal
2017,Olsztyn,hanging,200,Fatal
2017,Olsztyn,throwing to moving vehicle,1,Fatal
2017,Olsztyn,shooting,4,Fatal
2017,Olsztyn,pills,4,Fatal
2017,Opole,gas,0,Fatal
2017,Opole,poison,0,Fatal
2017,Opole,damaging circulatory system,1,Fatal
2017,Opole,self harm,2,Fatal
2017,Opole,throwing from height,10,Fatal
2017,Opole,drowning,5,Fatal
2017,Opole,hanging,102,Fatal
2017,Opole,throwing to moving vehicle,2,Fatal
2017,Opole,shooting,2,Fatal
2017,Opole,pills,1,Fatal
2017,Poznań,gas,3,Fatal
2017,Poznań,poison,1,Fatal
2017,Poznań,damaging circulatory system,4,Fatal
2017,Poznań,self harm,2,Fatal
2017,Poznań,throwing from height,14,Fatal
2017,Poznań,drowning,6,Fatal
2017,Poznań,hanging,333,Fatal
2017,Poznań,throwing to moving vehicle,27,Fatal
2017,Poznań,shooting,4,Fatal
2017,Poznań,pills,6,Fatal
2017,Rzeszów,gas,1,Fatal
2017,Rzeszów,poison,1,Fatal
2017,Rzeszów,damaging circulatory system,8,Fatal
2017,Rzeszów,self harm,6,Fatal
2017,Rzeszów,throwing from height,14,Fatal
2017,Rzeszów,drowning,5,Fatal
2017,Rzeszów,hanging,239,Fatal
2017,Rzeszów,throwing to moving vehicle,2,Fatal
2017,Rzeszów,shooting,1,Fatal
2017,Rzeszów,pills,5,Fatal
2017,Szczecin,gas,2,Fatal
2017,Szczecin,poison,1,Fatal
2017,Szczecin,damaging circulatory system,1,Fatal
2017,Szczecin,self harm,0,Fatal
2017,Szczecin,throwing from height,14,Fatal
2017,Szczecin,drowning,2,Fatal
2017,Szczecin,hanging,206,Fatal
2017,Szczecin,throwing to moving vehicle,7,Fatal
2017,Szczecin,shooting,1,Fatal
2017,Szczecin,pills,8,Fatal
2017,Warszawa,gas,0,Fatal
2017,Warszawa,poison,1,Fatal
2017,Warszawa,damaging circulatory system,11,Fatal
2017,Warszawa,self harm,3,Fatal
2017,Warszawa,throwing from height,49,Fatal
2017,Warszawa,drowning,0,Fatal
2017,Warszawa,hanging,249,Fatal
2017,Warszawa,throwing to moving vehicle,5,Fatal
2017,Warszawa,shooting,10,Fatal
2017,Warszawa,pills,9,Fatal
2017,Radom,gas,3,Fatal
2017,Radom,poison,1,Fatal
2017,Radom,damaging circulatory system,6,Fatal
2017,Radom,self harm,2,Fatal
2017,Radom,throwing from height,8,Fatal
2017,Radom,drowning,7,Fatal
2017,Radom,hanging,342,Fatal
2017,Radom,throwing to moving vehicle,2,Fatal
2017,Radom,shooting,6,Fatal
2017,Radom,pills,6,Fatal
2017,Wrocław,gas,1,Fatal
2017,Wrocław,poison,3,Fatal
2017,Wrocław,damaging circulatory system,4,Fatal
2017,Wrocław,self harm,5,Fatal
2017,Wrocław,throwing from height,24,Fatal
2017,Wrocław,drowning,1,Fatal
2017,Wrocław,hanging,365,Fatal
2017,Wrocław,throwing to moving vehicle,7,Fatal
2017,Wrocław,shooting,9,Fatal
2017,Wrocław,pills,8,Fatal
2018,Bydgoszcz,gas,4,Fatal
2018,Bydgoszcz,poison,0,Fatal
2018,Bydgoszcz,damaging circulatory system,5,Fatal
2018,Bydgoszcz,self harm,0,Fatal
2018,Bydgoszcz,throwing from height,14,Fatal
2018,Bydgoszcz,drowning,6,Fatal
2018,Bydgoszcz,hanging,223,Fatal
2018,Bydgoszcz,throwing to moving vehicle,10,Fatal
2018,Bydgoszcz,shooting,4,Fatal
2018,Bydgoszcz,pills,7,Fatal
2018,Białystok,gas,1,Fatal
2018,Białystok,poison,0,Fatal
2018,Białystok,damaging circulatory system,2,Fatal
2018,Białystok,self harm,1,Fatal
2018,Białystok,throwing from height,9,Fatal
2018,Białystok,drowning,2,Fatal
2018,Białystok,hanging,120,Fatal
2018,Białystok,throwing to moving vehicle,0,Fatal
2018,Białystok,shooting,1,Fatal
2018,Białystok,pills,1,Fatal
2018,Gdańsk,gas,1,Fatal
2018,Gdańsk,poison,2,Fatal
2018,Gdańsk,damaging circulatory system,4,Fatal
2018,Gdańsk,self harm,0,Fatal
2018,Gdańsk,throwing from height,19,Fatal
2018,Gdańsk,drowning,4,Fatal
2018,Gdańsk,hanging,225,Fatal
2018,Gdańsk,throwing to moving vehicle,4,Fatal
2018,Gdańsk,shooting,1,Fatal
2018,Gdańsk,pills,5,Fatal
2018,Gorzów Wlkp.,gas,1,Fatal
2018,Gorzów Wlkp.,poison,0,Fatal
2018,Gorzów Wlkp.,damaging circulatory system,4,Fatal
2018,Gorzów Wlkp.,self harm,1,Fatal
2018,Gorzów Wlkp.,throwing from height,8,Fatal
2018,Gorzów Wlkp.,drowning,0,Fatal
2018,Gorzów Wlkp.,hanging,129,Fatal
2018,Gorzów Wlkp.,throwing to moving vehicle,3,Fatal
2018,Gorzów Wlkp.,shooting,1,Fatal
2018,Gorzów Wlkp.,pills,3,Fatal
2018,Katowice,gas,2,Fatal
2018,Katowice,poison,0,Fatal
2018,Katowice,damaging circulatory system,7,Fatal
2018,Katowice,self harm,7,Fatal
2018,Katowice,throwing from height,56,Fatal
2018,Katowice,drowning,0,Fatal
2018,Katowice,hanging,466,Fatal
2018,Katowice,throwing to moving vehicle,11,Fatal
2018,Katowice,shooting,10,Fatal
2018,Katowice,pills,17,Fatal
2018,Kielce,gas,0,Fatal
2018,Kielce,poison,0,Fatal
2018,Kielce,damaging circulatory system,3,Fatal
2018,Kielce,self harm,2,Fatal
2018,Kielce,throwing from height,6,Fatal
2018,Kielce,drowning,3,Fatal
2018,Kielce,hanging,149,Fatal
2018,Kielce,throwing to moving vehicle,4,Fatal
2018,Kielce,shooting,2,Fatal
2018,Kielce,pills,4,Fatal
2018,Kraków,gas,3,Fatal
2018,Kraków,poison,1,Fatal
2018,Kraków,damaging circulatory system,13,Fatal
2018,Kraków,self harm,2,Fatal
2018,Kraków,throwing from height,35,Fatal
2018,Kraków,drowning,5,Fatal
2018,Kraków,hanging,309,Fatal
2018,Kraków,throwing to moving vehicle,5,Fatal
2018,Kraków,shooting,4,Fatal
2018,Kraków,pills,9,Fatal
2018,Łódź,gas,2,Fatal
2018,Łódź,poison,0,Fatal
2018,Łódź,damaging circulatory system,7,Fatal
2018,Łódź,self harm,2,Fatal
2018,Łódź,throwing from height,23,Fatal
2018,Łódź,drowning,3,Fatal
2018,Łódź,hanging,315,Fatal
2018,Łódź,throwing to moving vehicle,8,Fatal
2018,Łódź,shooting,5,Fatal
2018,Łódź,pills,16,Fatal
2018,Lublin,gas,3,Fatal
2018,Lublin,poison,3,Fatal
2018,Lublin,damaging circulatory system,2,Fatal
2018,Lublin,self harm,2,Fatal
2018,Lublin,throwing from height,13,Fatal
2018,Lublin,drowning,4,Fatal
2018,Lublin,hanging,268,Fatal
2018,Lublin,throwing to moving vehicle,9,Fatal
2018,Lublin,shooting,10,Fatal
2018,Lublin,pills,3,Fatal
2018,Olsztyn,gas,0,Fatal
2018,Olsztyn,poison,0,Fatal
2018,Olsztyn,damaging circulatory system,1,Fatal
2018,Olsztyn,self harm,2,Fatal
2018,Olsztyn,throwing from height,10,Fatal
2018,Olsztyn,drowning,2,Fatal
2018,Olsztyn,hanging,192,Fatal
2018,Olsztyn,throwing to moving vehicle,1,Fatal
2018,Olsztyn,shooting,2,Fatal
2018,Olsztyn,pills,1,Fatal
2018,Opole,gas,0,Fatal
2018,Opole,poison,0,Fatal
2018,Opole,damaging circulatory system,1,Fatal
2018,Opole,self harm,1,Fatal
2018,Opole,throwing from height,5,Fatal
2018,Opole,drowning,1,Fatal
2018,Opole,hanging,99,Fatal
2018,Opole,throwing to moving vehicle,0,Fatal
2018,Opole,shooting,0,Fatal
2018,Opole,pills,3,Fatal
2018,Poznań,gas,2,Fatal
2018,Poznań,poison,0,Fatal
2018,Poznań,damaging circulatory system,3,Fatal
2018,Poznań,self harm,1,Fatal
2018,Poznań,throwing from height,10,Fatal
2018,Poznań,drowning,2,Fatal
2018,Poznań,hanging,330,Fatal
2018,Poznań,throwing to moving vehicle,18,Fatal
2018,Poznań,shooting,7,Fatal
2018,Poznań,pills,5,Fatal
2018,Rzeszów,gas,3,Fatal
2018,Rzeszów,poison,3,Fatal
2018,Rzeszów,damaging circulatory system,4,Fatal
2018,Rzeszów,self harm,2,Fatal
2018,Rzeszów,throwing from height,6,Fatal
2018,Rzeszów,drowning,4,Fatal
2018,Rzeszów,hanging,226,Fatal
2018,Rzeszów,throwing to moving vehicle,4,Fatal
2018,Rzeszów,shooting,7,Fatal
2018,Rzeszów,pills,7,Fatal
2018,Szczecin,gas,5,Fatal
2018,Szczecin,poison,0,Fatal
2018,Szczecin,damaging circulatory system,3,Fatal
2018,Szczecin,self harm,3,Fatal
2018,Szczecin,throwing from height,18,Fatal
2018,Szczecin,drowning,0,Fatal
2018,Szczecin,hanging,211,Fatal
2018,Szczecin,throwing to moving vehicle,9,Fatal
2018,Szczecin,shooting,4,Fatal
2018,Szczecin,pills,5,Fatal
2018,Warszawa,gas,3,Fatal
2018,Warszawa,poison,2,Fatal
2018,Warszawa,damaging circulatory system,9,Fatal
2018,Warszawa,self harm,2,Fatal
2018,Warszawa,throwing from height,53,Fatal
2018,Warszawa,drowning,3,Fatal
2018,Warszawa,hanging,260,Fatal
2018,Warszawa,throwing to moving vehicle,14,Fatal
2018,Warszawa,shooting,12,Fatal
2018,Warszawa,pills,10,Fatal
2018,Radom,gas,2,Fatal
2018,Radom,poison,0,Fatal
2018,Radom,damaging circulatory system,4,Fatal
2018,Radom,self harm,3,Fatal
2018,Radom,throwing from height,9,Fatal
2018,Radom,drowning,4,Fatal
2018,Radom,hanging,356,Fatal
2018,Radom,throwing to moving vehicle,0,Fatal
2018,Radom,shooting,6,Fatal
2018,Radom,pills,3,Fatal
2018,Wrocław,gas,6,Fatal
2018,Wrocław,poison,1,Fatal
2018,Wrocław,damaging circulatory system,11,Fatal
2018,Wrocław,self harm,5,Fatal
2018,Wrocław,throwing from height,36,Fatal
2018,Wrocław,drowning,3,Fatal
2018,Wrocław,hanging,333,Fatal
2018,Wrocław,throwing to moving vehicle,5,Fatal
2018,Wrocław,shooting,3,Fatal
2018,Wrocław,pills,10,Fatal
2019,Bydgoszcz,gas,5,Fatal
2019,Bydgoszcz,poison,1,Fatal
2019,Bydgoszcz,damaging circulatory system,4,Fatal
2019,Bydgoszcz,self harm,3,Fatal
2019,Bydgoszcz,throwing from height,10,Fatal
2019,Bydgoszcz,drowning,4,Fatal
2019,Bydgoszcz,hanging,215,Fatal
2019,Bydgoszcz,throwing to moving vehicle,4,Fatal
2019,Bydgoszcz,shooting,0,Fatal
2019,Bydgoszcz,pills,6,Fatal
2019,Białystok,gas,1,Fatal
2019,Białystok,poison,1,Fatal
2019,Białystok,damaging circulatory system,5,Fatal
2019,Białystok,self harm,2,Fatal
2019,Białystok,throwing from height,13,Fatal
2019,Białystok,drowning,2,Fatal
2019,Białystok,hanging,139,Fatal
2019,Białystok,throwing to moving vehicle,3,Fatal
2019,Białystok,shooting,0,Fatal
2019,Białystok,pills,3,Fatal
2019,Gdańsk,gas,2,Fatal
2019,Gdańsk,poison,0,Fatal
2019,Gdańsk,damaging circulatory system,5,Fatal
2019,Gdańsk,self harm,4,Fatal
2019,Gdańsk,throwing from height,22,Fatal
2019,Gdańsk,drowning,4,Fatal
2019,Gdańsk,hanging,241,Fatal
2019,Gdańsk,throwing to moving vehicle,15,Fatal
2019,Gdańsk,shooting,5,Fatal
2019,Gdańsk,pills,8,Fatal
2019,Gorzów Wlkp.,gas,2,Fatal
2019,Gorzów Wlkp.,poison,0,Fatal
2019,Gorzów Wlkp.,damaging circulatory system,1,Fatal
2019,Gorzów Wlkp.,self harm,0,Fatal
2019,Gorzów Wlkp.,throwing from height,5,Fatal
2019,Gorzów Wlkp.,drowning,2,Fatal
2019,Gorzów Wlkp.,hanging,156,Fatal
2019,Gorzów Wlkp.,throwing to moving vehicle,2,Fatal
2019,Gorzów Wlkp.,shooting,3,Fatal
2019,Gorzów Wlkp.,pills,4,Fatal
2019,Katowice,gas,7,Fatal
2019,Katowice,poison,5,Fatal
2019,Katowice,damaging circulatory system,6,Fatal
2019,Katowice,self harm,4,Fatal
2019,Katowice,throwing from height,51,Fatal
2019,Katowice,drowning,3,Fatal
2019,Katowice,hanging,411,Fatal
2019,Katowice,throwing to moving vehicle,24,Fatal
2019,Katowice,shooting,8,Fatal
2019,Katowice,pills,19,Fatal
2019,Kielce,gas,3,Fatal
2019,Kielce,poison,0,Fatal
2019,Kielce,damaging circulatory system,3,Fatal
2019,Kielce,self harm,1,Fatal
2019,Kielce,throwing from height,12,Fatal
2019,Kielce,drowning,1,Fatal
2019,Kielce,hanging,152,Fatal
2019,Kielce,throwing to moving vehicle,7,Fatal
2019,Kielce,shooting,4,Fatal
2019,Kielce,pills,4,Fatal
2019,Kraków,gas,2,Fatal
2019,Kraków,poison,2,Fatal
2019,Kraków,damaging circulatory system,12,Fatal
2019,Kraków,self harm,5,Fatal
2019,Kraków,throwing from height,25,Fatal
2019,Kraków,drowning,9,Fatal
2019,Kraków,hanging,340,Fatal
2019,Kraków,throwing to moving vehicle,8,Fatal
2019,Kraków,shooting,5,Fatal
2019,Kraków,pills,10,Fatal
2019,Łódź,gas,2,Fatal
2019,Łódź,poison,2,Fatal
2019,Łódź,damaging circulatory system,7,Fatal
2019,Łódź,self harm,1,Fatal
2019,Łódź,throwing from height,23,Fatal
2019,Łódź,drowning,1,Fatal
2019,Łódź,hanging,284,Fatal
2019,Łódź,throwing to moving vehicle,8,Fatal
2019,Łódź,shooting,3,Fatal
2019,Łódź,pills,6,Fatal
2019,Lublin,gas,2,Fatal
2019,Lublin,poison,4,Fatal
2019,Lublin,damaging circulatory system,4,Fatal
2019,Lublin,self harm,2,Fatal
2019,Lublin,throwing from height,10,Fatal
2019,Lublin,drowning,2,Fatal
2019,Lublin,hanging,265,Fatal
2019,Lublin,throwing to moving vehicle,2,Fatal
2019,Lublin,shooting,4,Fatal
2019,Lublin,pills,5,Fatal
2019,Olsztyn,gas,1,Fatal
2019,Olsztyn,poison,1,Fatal
2019,Olsztyn,damaging circulatory system,4,Fatal
2019,Olsztyn,self harm,2,Fatal
2019,Olsztyn,throwing from height,16,Fatal
2019,Olsztyn,drowning,0,Fatal
2019,Olsztyn,hanging,198,Fatal
2019,Olsztyn,throwing to moving vehicle,4,Fatal
2019,Olsztyn,shooting,6,Fatal
2019,Olsztyn,pills,7,Fatal
2019,Opole,gas,1,Fatal
2019,Opole,poison,0,Fatal
2019,Opole,damaging circulatory system,4,Fatal
2019,Opole,self harm,0,Fatal
2019,Opole,throwing from height,3,Fatal
2019,Opole,drowning,2,Fatal
2019,Opole,hanging,101,Fatal
2019,Opole,throwing to moving vehicle,3,Fatal
2019,Opole,shooting,6,Fatal
2019,Opole,pills,6,Fatal
2019,Poznań,gas,3,Fatal
2019,Poznań,poison,3,Fatal
2019,Poznań,damaging circulatory system,5,Fatal
2019,Poznań,self harm,4,Fatal
2019,Poznań,throwing from height,19,Fatal
2019,Poznań,drowning,2,Fatal
2019,Poznań,hanging,362,Fatal
2019,Poznań,throwing to moving vehicle,19,Fatal
2019,Poznań,shooting,7,Fatal
2019,Poznań,pills,8,Fatal
2019,Rzeszów,gas,0,Fatal
2019,Rzeszów,poison,0,Fatal
2019,Rzeszów,damaging circulatory system,3,Fatal
2019,Rzeszów,self harm,3,Fatal
2019,Rzeszów,throwing from height,5,Fatal
2019,Rzeszów,drowning,2,Fatal
2019,Rzeszów,hanging,208,Fatal
2019,Rzeszów,throwing to moving vehicle,3,Fatal
2019,Rzeszów,shooting,4,Fatal
2019,Rzeszów,pills,3,Fatal
2019,Szczecin,gas,3,Fatal
2019,Szczecin,poison,0,Fatal
2019,Szczecin,damaging circulatory system,5,Fatal
2019,Szczecin,self harm,1,Fatal
2019,Szczecin,throwing from height,16,Fatal
2019,Szczecin,drowning,2,Fatal
2019,Szczecin,hanging,216,Fatal
2019,Szczecin,throwing to moving vehicle,6,Fatal
2019,Szczecin,shooting,5,Fatal
2019,Szczecin,pills,6,Fatal
2019,Warszawa,gas,4,Fatal
2019,Warszawa,poison,2,Fatal
2019,Warszawa,damaging circulatory system,13,Fatal
2019,Warszawa,self harm,2,Fatal
2019,Warszawa,throwing from height,49,Fatal
2019,Warszawa,drowning,1,Fatal
2019,Warszawa,hanging,240,Fatal
2019,Warszawa,throwing to moving vehicle,12,Fatal
2019,Warszawa,shooting,11,Fatal
2019,Warszawa,pills,6,Fatal
2019,Radom,gas,1,Fatal
2019,Radom,poison,1,Fatal
2019,Radom,damaging circulatory system,4,Fatal
2019,Radom,self harm,2,Fatal
2019,Radom,throwing from height,14,Fatal
2019,Radom,drowning,2,Fatal
2019,Radom,hanging,355,Fatal
2019,Radom,throwing to moving vehicle,4,Fatal
2019,Radom,shooting,8,Fatal
2019,Radom,pills,1,Fatal
2019,Wrocław,gas,2,Fatal
2019,Wrocław,poison,2,Fatal
2019,Wrocław,damaging circulatory system,11,Fatal
2019,Wrocław,self harm,2,Fatal
2019,Wrocław,throwing from height,37,Fatal
2019,Wrocław,drowning,6,Fatal
2019,Wrocław,hanging,357,Fatal
2019,Wrocław,throwing to moving vehicle,8,Fatal
2019,Wrocław,shooting,7,Fatal
2019,Wrocław,pills,11,Fatal
2020,Bydgoszcz,gas,1,Fatal
2020,Bydgoszcz,poison,5,Fatal
2020,Bydgoszcz,damaging circulatory system,1,Fatal
2020,Bydgoszcz,self harm,1,Fatal
2020,Bydgoszcz,throwing from height,18,Fatal
2020,Bydgoszcz,drowning,9,Fatal
2020,Bydgoszcz,hanging,190,Fatal
2020,Bydgoszcz,throwing to moving vehicle,10,Fatal
2020,Bydgoszcz,shooting,5,Fatal
2020,Bydgoszcz,pills,11,Fatal
2020,Białystok,gas,0,Fatal
2020,Białystok,poison,3,Fatal
2020,Białystok,damaging circulatory system,3,Fatal
2020,Białystok,self harm,2,Fatal
2020,Białystok,throwing from height,13,Fatal
2020,Białystok,drowning,4,Fatal
2020,Białystok,hanging,139,Fatal
2020,Białystok,throwing to moving vehicle,0,Fatal
