year,garnizon,reason,suicides,outcome
2015,Kraków,physical illness,27,Fatal
2015,Kraków,virus carrier,0,Fatal
2015,Kraków,disability,1,Fatal
2015,Kraków,family problems,31,Fatal
2015,Kraków,heartbreak,13,Fatal
2015,Kraków,school/work problems,1,Fatal
2015,Kraków,loss of source of income,5,Fatal
2015,Kraków,poor economical condition,6,Fatal
2015,Kraków,committing a crime,0,Fatal
2015,Kraków,unwanted pregnancy,0,Fatal
2015,Kraków,death of a loved one,7,Fatal
2015,Łódź,mental illness,56,Fatal
2015,Łódź,physical illness,36,Fatal
2015,Łódź,virus carrier,0,Fatal
2015,Łódź,disability,1,Fatal
2015,Łódź,family problems,29,Fatal
2015,Łódź,heartbreak,13,Fatal
2015,Łódź,school/work problems,0,Fatal
2015,Łódź,loss of source of income,4,Fatal
2015,Łódź,poor economical condition,14,Fatal
2015,Łódź,committing a crime,5,Fatal
2015,Łódź,unwanted pregnancy,0,Fatal
2015,Łódź,death of a loved one,4,Fatal
2015,Lublin,mental illness,39,Fatal
2015,Lublin,physical illness,24,Fatal
2015,Lublin,virus carrier,0,Fatal
2015,Lublin,disability,0,Fatal
2015,Lublin,family problems,25,Fatal
2015,Lublin,heartbreak,11,Fatal
2015,Lublin,school/work problems,0,Fatal
2015,Lublin,loss of source of income,3,Fatal
2015,Lublin,poor economical condition,10,Fatal
2015,Lublin,committing a crime,3,Fatal
2015,Lublin,unwanted pregnancy,0,Fatal
2015,Lublin,death of a loved one,4,Fatal
2015,Olsztyn,mental illness,20,Fatal
2015,Olsztyn,physical illness,15,Fatal
2015,Olsztyn,virus carrier,0,Fatal
2015,Olsztyn,disability,0,Fatal
2015,Olsztyn,family problems,19,Fatal
2015,Olsztyn,heartbreak,14,Fatal
2015,Olsztyn,school/work problems,1,Fatal
2015,Olsztyn,loss of source of income,2,Fatal
2015,Olsztyn,poor economical condition,6,Fatal
2015,Olsztyn,committing a crime,3,Fatal
2015,Olsztyn,unwanted pregnancy,0,Fatal
2015,Olsztyn,death of a loved one,3,Fatal
2015,Opole,mental illness,16,Fatal
2015,Opole,physical illness,15,Fatal
2015,Opole,virus carrier,0,Fatal
2015,Opole,disability,0,Fatal
2015,Opole,family problems,19,Fatal
2015,Opole,heartbreak,5,Fatal
2015,Opole,school/work problems,0,Fatal
2015,Opole,loss of source of income,2,Fatal
2015,Opole,poor economical condition,15,Fatal
2015,Opole,committing a crime,1,Fatal
2015,Opole,unwanted pregnancy,0,Fatal
2015,Opole,death of a loved one,2,Fatal
2015,Poznań,mental illness,47,Fatal
2015,Poznań,physical illness,27,Fatal
2015,Poznań,virus carrier,0,Fatal
2015,Poznań,disability,0,Fatal
2015,Poznań,family problems,35,Fatal
2015,Poznań,heartbreak,19,Fatal
2015,Poznań,school/work problems,0,Fatal
2015,Poznań,loss of source of income,4,Fatal
2015,Poznań,poor economical condition,21,Fatal
2015,Poznań,committing a crime,4,Fatal
2015,Poznań,unwanted pregnancy,0,Fatal
2015,Poznań,death of a loved one,2,Fatal
2015,Rzeszów,mental illness,40,Fatal
2015,Rzeszów,physical illness,19,Fatal
2015,Rzeszów,virus carrier,0,Fatal
2015,Rzeszów,disability,0,Fatal
2015,Rzeszów,family problems,17,Fatal
2015,Rzeszów,heartbreak,10,Fatal
2015,Rzeszów,school/work problems,2,Fatal
2015,Rzeszów,loss of source of income,4,Fatal
2015,Rzeszów,poor economical condition,6,Fatal
2015,Rzeszów,committing a crime,2,Fatal
2015,Rzeszów,unwanted pregnancy,0,Fatal
2015,Rzeszów,death of a loved one,4,Fatal
2015,Szczecin,mental illness,23,Fatal
2015,Szczecin,physical illness,29,Fatal
2015,Szczecin,virus carrier,0,Fatal
2015,Szczecin,disability,1,Fatal
2015,Szczecin,family problems,20,Fatal
2015,Szczecin,heartbreak,16,Fatal
2015,Szczecin,school/work problems,1,Fatal
2015,Szczecin,loss of source of income,2,Fatal
2015,Szczecin,poor economical condition,13,Fatal
2015,Szczecin,committing a crime,2,Fatal
2015,Szczecin,unwanted pregnancy,0,Fatal
2015,Szczecin,death of a loved one,9,Fatal
2015,Warszawa,mental illness,44,Fatal
2015,Warszawa,physical illness,29,Fatal
2015,Warszawa,virus carrier,1,Fatal
2015,Warszawa,disability,0,Fatal
2015,Warszawa,family problems,30,Fatal
2015,Warszawa,heartbreak,20,Fatal
2015,Warszawa,school/work problems,2,Fatal
2015,Warszawa,loss of source of income,3,Fatal
2015,Warszawa,poor economical condition,11,Fatal
2015,Warszawa,committing a crime,2,Fatal
2015,Warszawa,unwanted pregnancy,1,Fatal
2015,Warszawa,death of a loved one,4,Fatal
2015,Radom,mental illness,33,Fatal
2015,Radom,physical illness,18,Fatal
2015,Radom,virus carrier,0,Fatal
2015,Radom,disability,0,Fatal
2015,Radom,family problems,28,Fatal
2015,Radom,heartbreak,19,Fatal
2015,Radom,school/work problems,0,Fatal
2015,Radom,loss of source of income,3,Fatal
2015,Radom,poor economical condition,11,Fatal
2015,Radom,committing a crime,3,Fatal
2015,Radom,unwanted pregnancy,0,Fatal
2015,Radom,death of a loved one,3,Fatal
2015,Wrocław,mental illness,46,Fatal
2015,Wrocław,physical illness,41,Fatal
2015,Wrocław,virus carrier,0,Fatal
2015,Wrocław,disability,2,Fatal
2015,Wrocław,family problems,38,Fatal
2015,Wrocław,heartbreak,18,Fatal
2015,Wrocław,school/work problems,2,Fatal
2015,Wrocław,loss of source of income,4,Fatal
2015,Wrocław,poor economical condition,21,Fatal
2015,Wrocław,committing a crime,3,Fatal
2015,Wrocław,unwanted pregnancy,0,Fatal
2015,Wrocław,death of a loved one,7,Fatal
2016,Bydgoszcz,mental illness,43,Fatal
2016,Bydgoszcz,physical illness,13,Fatal
2016,Bydgoszcz,virus carrier,0,Fatal
2016,Bydgoszcz,disability,1,Fatal
2016,Bydgoszcz,family problems,22,Fatal
2016,Bydgoszcz,heartbreak,11,Fatal
2016,Bydgoszcz,school/work problems,2,Fatal
2016,Bydgoszcz,loss of source of income,2,Fatal
2016,Bydgoszcz,poor economical condition,4,Fatal
2016,Bydgoszcz,committing a crime,1,Fatal
2016,Bydgoszcz,unwanted pregnancy,0,Fatal
2016,Bydgoszcz,death of a loved one,1,Fatal
2016,Białystok,mental illness,20,Fatal
2016,Białystok,physical illness,8,Fatal
2016,Białystok,virus carrier,0,Fatal
2016,Białystok,disability,0,Fatal
2016,Białystok,family problems,14,Fatal
2016,Białystok,heartbreak,8,Fatal
2016,Białystok,school/work problems,0,Fatal
2016,Białystok,loss of source of income,1,Fatal
2016,Białystok,poor economical condition,5,Fatal
2016,Białystok,committing a crime,1,Fatal
2016,Białystok,unwanted pregnancy,0,Fatal
2016,Białystok,death of a loved one,3,Fatal
2016,Gdańsk,mental illness,23,Fatal
2016,Gdańsk,physical illness,17,Fatal
2016,Gdańsk,virus carrier,0,Fatal
2016,Gdańsk,disability,0,Fatal
2016,Gdańsk,family problems,24,Fatal
2016,Gdańsk,heartbreak,10,Fatal
2016,Gdańsk,school/work problems,0,Fatal
2016,Gdańsk,loss of source of income,4,Fatal
2016,Gdańsk,poor economical condition,17,Fatal
2016,Gdańsk,committing a crime,1,Fatal
2016,Gdańsk,unwanted pregnancy,0,Fatal
2016,Gdańsk,death of a loved one,4,Fatal
2016,Gorzów Wlkp.,mental illness,20,Fatal
2016,Gorzów Wlkp.,physical illness,9,Fatal
2016,Gorzów Wlkp.,virus carrier,0,Fatal
2016,Gorzów Wlkp.,disability,0,Fatal
2016,Gorzów Wlkp.,family problems,7,Fatal
2016,Gorzów Wlkp.,heartbreak,12,Fatal
2016,Gorzów Wlkp.,school/work problems,0,Fatal
2016,Gorzów Wlkp.,loss of source of income,2,Fatal
2016,Gorzów Wlkp.,poor economical condition,4,Fatal
2016,Gorzów Wlkp.,committing a crime,0,Fatal
2016,Gorzów Wlkp.,unwanted pregnancy,0,Fatal
2016,Gorzów Wlkp.,death of a loved one,2,Fatal
2016,Katowice,mental illness,96,Fatal
2016,Katowice,physical illness,45,Fatal
2016,Katowice,virus carrier,0,Fatal
2016,Katowice,disability,3,Fatal
2016,Katowice,family problems,43,Fatal
2016,Katowice,heartbreak,30,Fatal
2016,Katowice,school/work problems,0,Fatal
2016,Katowice,loss of source of income,6,Fatal
2016,Katowice,poor economical condition,41,Fatal
2016,Katowice,committing a crime,5,Fatal
2016,Katowice,unwanted pregnancy,1,Fatal
2016,Katowice,death of a loved one,19,Fatal
2016,Kielce,mental illness,31,Fatal
2016,Kielce,physical illness,17,Fatal
2016,Kielce,virus carrier,0,Fatal
2016,Kielce,disability,0,Fatal
2016,Kielce,family problems,14,Fatal
2016,Kielce,heartbreak,3,Fatal
2016,Kielce,school/work problems,1,Fatal
2016,Kielce,loss of source of income,3,Fatal
2016,Kielce,poor economical condition,7,Fatal
2016,Kielce,committing a crime,1,Fatal
2016,Kielce,unwanted pregnancy,0,Fatal
2016,Kielce,death of a loved one,3,Fatal
2016,Kraków,mental illness,103,Fatal
2016,Kraków,physical illness,29,Fatal
2016,Kraków,virus carrier,0,Fatal
2016,Kraków,disability,1,Fatal
2016,Kraków,family problems,32,Fatal
2016,Kraków,heartbreak,14,Fatal
2016,Kraków,school/work problems,0,Fatal
2016,Kraków,loss of source of income,3,Fatal
2016,Kraków,poor economical condition,9,Fatal
2016,Kraków,committing a crime,2,Fatal
2016,Kraków,unwanted pregnancy,0,Fatal
2016,Kraków,death of a loved one,6,Fatal
2016,Łódź,mental illness,57,Fatal
2016,Łódź,physical illness,40,Fatal
2016,Łódź,virus carrier,0,Fatal
2016,Łódź,disability,2,Fatal
2016,Łódź,family problems,23,Fatal
2016,Łódź,heartbreak,19,Fatal
2016,Łódź,school/work problems,0,Fatal
2016,Łódź,loss of source of income,3,Fatal
2016,Łódź,poor economical condition,11,Fatal
2016,Łódź,committing a crime,2,Fatal
2016,Łódź,unwanted pregnancy,0,Fatal
2016,Łódź,death of a loved one,9,Fatal
2016,Lublin,mental illness,50,Fatal
2016,Lublin,physical illness,19,Fatal
2016,Lublin,virus carrier,1,Fatal
2016,Lublin,disability,3,Fatal
2016,Lublin,family problems,27,Fatal
2016,Lublin,heartbreak,12,Fatal
2016,Lublin,school/work problems,0,Fatal
2016,Lublin,loss of source of income,3,Fatal
2016,Lublin,poor economical condition,12,Fatal
2016,Lublin,committing a crime,0,Fatal
2016,Lublin,unwanted pregnancy,0,Fatal
2016,Lublin,death of a loved one,3,Fatal
2016,Olsztyn,mental illness,21,Fatal
2016,Olsztyn,physical illness,7,Fatal
2016,Olsztyn,virus carrier,0,Fatal
2016,Olsztyn,disability,1,Fatal
2016,Olsztyn,family problems,12,Fatal
2016,Olsztyn,heartbreak,13,Fatal
2016,Olsztyn,school/work problems,1,Fatal
2016,Olsztyn,loss of source of income,1,Fatal
2016,Olsztyn,poor economical condition,10,Fatal
2016,Olsztyn,committing a crime,1,Fatal
2016,Olsztyn,unwanted pregnancy,0,Fatal
2016,Olsztyn,death of a loved one,5,Fatal
2016,Opole,mental illness,32,Fatal
2016,Opole,physical illness,12,Fatal
2016,Opole,virus carrier,0,Fatal
2016,Opole,disability,0,Fatal
2016,Opole,family problems,12,Fatal
2016,Opole,heartbreak,5,Fatal
2016,Opole,school/work problems,0,Fatal
2016,Opole,loss of source of income,1,Fatal
2016,Opole,poor economical condition,5,Fatal
2016,Opole,committing a crime,1,Fatal
2016,Opole,unwanted pregnancy,0,Fatal
2016,Opole,death of a loved one,2,Fatal
2016,Poznań,mental illness,50,Fatal
2016,Poznań,physical illness,23,Fatal
2016,Poznań,virus carrier,0,Fatal
2016,Poznań,disability,3,Fatal
2016,Poznań,family problems,26,Fatal
2016,Poznań,heartbreak,17,Fatal
2016,Poznań,school/work problems,1,Fatal
2016,Poznań,loss of source of income,9,Fatal
2016,Poznań,poor economical condition,24,Fatal
2016,Poznań,committing a crime,5,Fatal
2016,Poznań,unwanted pregnancy,0,Fatal
2016,Poznań,death of a loved one,9,Fatal
2016,Rzeszów,mental illness,42,Fatal
2016,Rzeszów,physical illness,14,Fatal
2016,Rzeszów,virus carrier,0,Fatal
2016,Rzeszów,disability,0,Fatal
2016,Rzeszów,family problems,14,Fatal
2016,Rzeszów,heartbreak,11,Fatal
2016,Rzeszów,school/work problems,0,Fatal
2016,Rzeszów,loss of source of income,4,Fatal
2016,Rzeszów,poor economical condition,4,Fatal
2016,Rzeszów,committing a crime,0,Fatal
2016,Rzeszów,unwanted pregnancy,0,Fatal
2016,Rzeszów,death of a loved one,1,Fatal
2016,Szczecin,mental illness,45,Fatal
2016,Szczecin,physical illness,31,Fatal
2016,Szczecin,virus carrier,0,Fatal
2016,Szczecin,disability,1,Fatal
2016,Szczecin,family problems,21,Fatal
2016,Szczecin,heartbreak,13,Fatal
2016,Szczecin,school/work problems,3,Fatal
2016,Szczecin,loss of source of income,3,Fatal
2016,Szczecin,poor economical condition,11,Fatal
2016,Szczecin,committing a crime,2,Fatal
2016,Szczecin,unwanted pregnancy,0,Fatal
2016,Szczecin,death of a loved one,4,Fatal
2016,Warszawa,mental illness,65,Fatal
2016,Warszawa,physical illness,24,Fatal
2016,Warszawa,virus carrier,0,Fatal
2016,Warszawa,disability,0,Fatal
2016,Warszawa,family problems,15,Fatal
2016,Warszawa,heartbreak,18,Fatal
2016,Warszawa,school/work problems,2,Fatal
2016,Warszawa,loss of source of income,2,Fatal
2016,Warszawa,poor economical condition,4,Fatal
2016,Warszawa,committing a crime,4,Fatal
2016,Warszawa,unwanted pregnancy,0,Fatal
2016,Warszawa,death of a loved one,2,Fatal
2016,Radom,mental illness,44,Fatal
2016,Radom,physical illness,13,Fatal
2016,Radom,virus carrier,0,Fatal
2016,Radom,disability,1,Fatal
2016,Radom,family problems,21,Fatal
2016,Radom,heartbreak,8,Fatal
2016,Radom,school/work problems,1,Fatal
2016,Radom,loss of source of income,3,Fatal
2016,Radom,poor economical condition,12,Fatal
2016,Radom,committing a crime,5,Fatal
2016,Radom,unwanted pregnancy,0,Fatal
2016,Radom,death of a loved one,4,Fatal
2016,Wrocław,mental illness,77,Fatal
2016,Wrocław,physical illness,38,Fatal
2016,Wrocław,virus carrier,0,Fatal
2016,Wrocław,disability,4,Fatal
2016,Wrocław,family problems,36,Fatal
2016,Wrocław,heartbreak,18,Fatal
2016,Wrocław,school/work problems,1,Fatal
2016,Wrocław,loss of source of income,6,Fatal
2016,Wrocław,poor economical condition,17,Fatal
2016,Wrocław,committing a crime,3,Fatal
2016,Wrocław,unwanted pregnancy,0,Fatal
2016,Wrocław,death of a loved one,13,Fatal
2017,Bydgoszcz,mental illness,34,Fatal
2017,Bydgoszcz,physical illness,5,Fatal
2017,Bydgoszcz,virus carrier,0,Fatal
2017,Bydgoszcz,disability,0,Fatal
2017,Bydgoszcz,family problems,11,Fatal
2017,Bydgoszcz,conflict outside family,0,Fatal
2017,Bydgoszcz,heartbreak,7,Fatal
2017,Bydgoszcz,school/work problems,0,Fatal
2017,Bydgoszcz,loss of source of income,3,Fatal
2017,Bydgoszcz,poor economical condition,10,Fatal
2017,Bydgoszcz,committing a crime,0,Fatal
2017,Bydgoszcz,unwanted pregnancy,0,Fatal
2017,Bydgoszcz,death of a loved one,5,Fatal
2017,Bydgoszcz,threat or loss of residence,0,Fatal
2017,Bydgoszcz,loss of health,4,Fatal
2017,Białystok,mental illness,31,Fatal
2017,Białystok,physical illness,5,Fatal
2017,Białystok,virus carrier,0,Fatal
2017,Białystok,disability,0,Fatal
2017,Białystok,family problems,8,Fatal
2017,Białystok,conflict outside family,1,Fatal
2017,Białystok,heartbreak,6,Fatal
2017,Białystok,school/work problems,1,Fatal
2017,Białystok,loss of source of income,2,Fatal
2017,Białystok,poor economical condition,5,Fatal
2017,Białystok,committing a crime,0,Fatal
2017,Białystok,unwanted pregnancy,0,Fatal
2017,Białystok,death of a loved one,1,Fatal
2017,Białystok,threat or loss of residence,0,Fatal
2017,Białystok,loss of health,2,Fatal
2017,Gdańsk,mental illness,52,Fatal
2017,Gdańsk,physical illness,10,Fatal
2017,Gdańsk,virus carrier,0,Fatal
2017,Gdańsk,disability,2,Fatal
2017,Gdańsk,family problems,11,Fatal
2017,Gdańsk,conflict outside family,1,Fatal
2017,Gdańsk,heartbreak,13,Fatal
2017,Gdańsk,school/work problems,1,Fatal
2017,Gdańsk,loss of source of income,2,Fatal
2017,Gdańsk,poor economical condition,11,Fatal
2017,Gdańsk,committing a crime,1,Fatal
2017,Gdańsk,unwanted pregnancy,0,Fatal
2017,Gdańsk,death of a loved one,6,Fatal
2017,Gdańsk,threat or loss of residence,0,Fatal
2017,Gdańsk,loss of health,5,Fatal
2017,Gorzów Wlkp.,mental illness,31,Fatal
2017,Gorzów Wlkp.,physical illness,7,Fatal
2017,Gorzów Wlkp.,virus carrier,0,Fatal
2017,Gorzów Wlkp.,disability,1,Fatal
2017,Gorzów Wlkp.,family problems,9,Fatal
2017,Gorzów Wlkp.,conflict outside family,0,Fatal
2017,Gorzów Wlkp.,heartbreak,7,Fatal
2017,Gorzów Wlkp.,school/work problems,1,Fatal
2017,Gorzów Wlkp.,loss of source of income,4,Fatal
2017,Gorzów Wlkp.,poor economical condition,4,Fatal
2017,Gorzów Wlkp.,committing a crime,0,Fatal
2017,Gorzów Wlkp.,unwanted pregnancy,0,Fatal
2017,Gorzów Wlkp.,death of a loved one,3,Fatal
2017,Gorzów Wlkp.,threat or loss of residence,0,Fatal
2017,Gorzów Wlkp.,loss of health,1,Fatal
2017,Katowice,mental illness,120,Fatal
2017,Katowice,physical illness,19,Fatal
2017,Katowice,virus carrier,0,Fatal
2017,Katowice,disability,4,Fatal
2017,Katowice,family problems,37,Fatal
2017,Katowice,conflict outside family,4,Fatal
2017,Katowice,heartbreak,32,Fatal
2017,Katowice,school/work problems,6,Fatal
2017,Katowice,loss of source of income,3,Fatal
2017,Katowice,poor economical condition,26,Fatal
2017,Katowice,committing a crime,3,Fatal
2017,Katowice,unwanted pregnancy,0,Fatal
2017,Katowice,death of a loved one,13,Fatal
2017,Katowice,threat or loss of residence,0,Fatal
2017,Katowice,loss of health,22,Fatal
2017,Kielce,mental illness,34,Fatal
2017,Kielce,physical illness,7,Fatal
2017,Kielce,virus carrier,0,Fatal
2017,Kielce,disability,2,Fatal
2017,Kielce,family problems,9,Fatal
2017,Kielce,conflict outside family,0,Fatal
2017,Kielce,heartbreak,9,Fatal
2017,Kielce,school/work problems,0,Fatal
2017,Kielce,loss of source of income,1,Fatal
2017,Kielce,poor economical condition,11,Fatal
2017,Kielce,committing a crime,2,Fatal
2017,Kielce,unwanted pregnancy,0,Fatal
2017,Kielce,death of a loved one,4,Fatal
2017,Kielce,threat or loss of residence,0,Fatal
2017,Kielce,loss of health,5,Fatal
2017,Kraków,mental illness,113,Fatal
2017,Kraków,physical illness,15,Fatal
2017,Kraków,virus carrier,0,Fatal
2017,Kraków,disability,1,Fatal
2017,Kraków,family problems,25,Fatal
2017,Kraków,conflict outside family,0,Fatal
2017,Kraków,heartbreak,13,Fatal
2017,Kraków,school/work problems,4,Fatal
2017,Kraków,loss of source of income,1,Fatal
2017,Kraków,poor economical condition,11,Fatal
2017,Kraków,committing a crime,1,Fatal
2017,Kraków,unwanted pregnancy,0,Fatal
2017,Kraków,death of a loved one,8,Fatal
2017,Kraków,threat or loss of residence,1,Fatal
2017,Kraków,loss of health,13,Fatal
2017,Łódź,mental illness,87,Fatal
2017,Łódź,physical illness,15,Fatal
2017,Łódź,virus carrier,0,Fatal
2017,Łódź,disability,1,Fatal
2017,Łódź,family problems,20,Fatal
2017,Łódź,conflict outside family,0,Fatal
2017,Łódź,heartbreak,22,Fatal
2017,Łódź,school/work problems,10,Fatal
2017,Łódź,loss of source of income,6,Fatal
2017,Łódź,poor economical condition,14,Fatal
2017,Łódź,committing a crime,0,Fatal
2017,Łódź,unwanted pregnancy,0,Fatal
2017,Łódź,death of a loved one,10,Fatal
2017,Łódź,threat or loss of residence,0,Fatal
2017,Łódź,loss of health,11,Fatal
2017,Lublin,mental illness,57,Fatal
2017,Lublin,physical illness,8,Fatal
2017,Lublin,virus carrier,1,Fatal
2017,Lublin,disability,2,Fatal
2017,Lublin,family problems,24,Fatal
2017,Lublin,conflict outside family,1,Fatal
2017,Lublin,heartbreak,10,Fatal
2017,Lublin,school/work problems,3,Fatal
2017,Lublin,loss of source of income,5,Fatal
2017,Lublin,poor economical condition,11,Fatal
2017,Lublin,committing a crime,0,Fatal
2017,Lublin,unwanted pregnancy,0,Fatal
2017,Lublin,death of a loved one,4,Fatal
2017,Lublin,threat or loss of residence,0,Fatal
2017,Lublin,loss of health,8,Fatal
2017,Olsztyn,mental illness,25,Fatal
2017,Olsztyn,physical illness,10,Fatal
2017,Olsztyn,virus carrier,0,Fatal
2017,Olsztyn,disability,1,Fatal
2017,Olsztyn,family problems,13,Fatal
2017,Olsztyn,conflict outside family,0,Fatal
2017,Olsztyn,heartbreak,13,Fatal
2017,Olsztyn,school/work problems,0,Fatal
2017,Olsztyn,loss of source of income,0,Fatal
2017,Olsztyn,poor economical condition,11,Fatal
2017,Olsztyn,committing a crime,0,Fatal
2017,Olsztyn,unwanted pregnancy,0,Fatal
2017,Olsztyn,death of a loved one,6,Fatal
2017,Olsztyn,threat or loss of residence,1,Fatal
2017,Olsztyn,loss of health,7,Fatal
2017,Opole,mental illness,29,Fatal
2017,Opole,physical illness,8,Fatal
2017,Opole,virus carrier,0,Fatal
2017,Opole,disability,1,Fatal
2017,Opole,family problems,8,Fatal
2017,Opole,conflict outside family,0,Fatal
2017,Opole,heartbreak,9,Fatal
2017,Opole,school/work problems,0,Fatal
2017,Opole,loss of source of income,1,Fatal
2017,Opole,poor economical condition,10,Fatal
2017,Opole,committing a crime,1,Fatal
2017,Opole,unwanted pregnancy,0,Fatal
2017,Opole,death of a loved one,1,Fatal
2017,Opole,threat or loss of residence,0,Fatal
2017,Opole,loss of health,8,Fatal
2017,Poznań,mental illness,85,Fatal
2017,Poznań,physical illness,16,Fatal
2017,Poznań,virus carrier,0,Fatal
2017,Poznań,disability,1,Fatal
2017,Poznań,family problems,26,Fatal
2017,Poznań,conflict outside family,1,Fatal
2017,Poznań,heartbreak,23,Fatal
2017,Poznań,school/work problems,5,Fatal
2017,Poznań,loss of source of income,5,Fatal
2017,Poznań,poor economical condition,13,Fatal
2017,Poznań,committing a crime,4,Fatal
2017,Poznań,unwanted pregnancy,0,Fatal
2017,Poznań,death of a loved one,5,Fatal
2017,Poznań,threat or loss of residence,0,Fatal
2017,Poznań,loss of health,7,Fatal
2017,Rzeszów,mental illness,73,Fatal
2017,Rzeszów,physical illness,18,Fatal
2017,Rzeszów,virus carrier,0,Fatal
2017,Rzeszów,disability,0,Fatal
2017,Rzeszów,family problems,16,Fatal
2017,Rzeszów,conflict outside family,0,Fatal
2017,Rzeszów,heartbreak,6,Fatal
2017,Rzeszów,school/work problems,0,Fatal
2017,Rzeszów,loss of source of income,2,Fatal
2017,Rzeszów,poor economical condition,14,Fatal
2017,Rzeszów,committing a crime,2,Fatal
2017,Rzeszów,unwanted pregnancy,0,Fatal
2017,Rzeszów,death of a loved one,5,Fatal
2017,Rzeszów,threat or loss of residence,0,Fatal
2017,Rzeszów,loss of health,7,Fatal
2017,Szczecin,mental illness,51,Fatal
2017,Szczecin,physical illness,10,Fatal
2017,Szczecin,virus carrier,0,Fatal
2017,Szczecin,disability,3,Fatal
2017,Szczecin,family problems,16,Fatal
2017,Szczecin,conflict outside family,0,Fatal
2017,Szczecin,heartbreak,18,Fatal
2017,Szczecin,school/work problems,1,Fatal
2017,Szczecin,loss of source of income,1,Fatal
2017,Szczecin,poor economical condition,13,Fatal
2017,Szczecin,committing a crime,1,Fatal
2017,Szczecin,unwanted pregnancy,0,Fatal
2017,Szczecin,death of a loved one,6,Fatal
2017,Szczecin,threat or loss of residence,0,Fatal
2017,Szczecin,loss of health,4,Fatal
2017,Warszawa,mental illness,58,Fatal
2017,Warszawa,physical illness,14,Fatal
2017,Warszawa,virus carrier,0,Fatal
2017,Warszawa,disability,0,Fatal
2017,Warszawa,family problems,15,Fatal
2017,Warszawa,conflict outside family,2,Fatal
2017,Warszawa,heartbreak,11,Fatal
2017,Warszawa,school/work problems,5,Fatal
2017,Warszawa,loss of source of income,5,Fatal
2017,Warszawa,poor economical condition,18,Fatal
2017,Warszawa,committing a crime,2,Fatal
2017,Warszawa,unwanted pregnancy,0,Fatal
2017,Warszawa,death of a loved one,8,Fatal
2017,Warszawa,threat or loss of residence,1,Fatal
2017,Warszawa,loss of health,11,Fatal
2017,Radom,mental illness,61,Fatal
2017,Radom,physical illness,8,Fatal
2017,Radom,virus carrier,0,Fatal
2017,Radom,disability,0,Fatal
2017,Radom,family problems,25,Fatal
2017,Radom,conflict outside family,0,Fatal
2017,Radom,heartbreak,16,Fatal
2017,Radom,school/work problems,2,Fatal
2017,Radom,loss of source of income,6,Fatal
2017,Radom,poor economical condition,12,Fatal
2017,Radom,committing a crime,3,Fatal
2017,Radom,unwanted pregnancy,0,Fatal
2017,Radom,death of a loved one,3,Fatal
2017,Radom,threat or loss of residence,1,Fatal
2017,Radom,loss of health,9,Fatal
2017,Wrocław,mental illness,76,Fatal
2017,Wrocław,physical illness,11,Fatal
2017,Wrocław,virus carrier,0,Fatal
2017,Wrocław,disability,7,Fatal
2017,Wrocław,family problems,12,Fatal
2017,Wrocław,conflict outside family,1,Fatal
2017,Wrocław,heartbreak,16,Fatal
2017,Wrocław,school/work problems,2,Fatal
2017,Wrocław,loss of source of income,6,Fatal
2017,Wrocław,poor economical condition,25,Fatal
2017,Wrocław,committing a crime,5,Fatal
2017,Wrocław,unwanted pregnancy,0,Fatal
2017,Wrocław,death of a loved one,8,Fatal
2017,Wrocław,threat or loss of residence,2,Fatal
2017,Wrocław,loss of health,18,Fatal
2018,Bydgoszcz,mental illness,45,Fatal
2018,Bydgoszcz,physical illness,6,Fatal
2018,Bydgoszcz,virus carrier,0,Fatal
2018,Bydgoszcz,disability,0,Fatal
2018,Bydgoszcz,family problems,16,Fatal
2018,Bydgoszcz,conflict outside family,1,Fatal
2018,Bydgoszcz,heartbreak,12,Fatal
2018,Bydgoszcz,school/work problems,1,Fatal
2018,Bydgoszcz,loss of source of income,1,Fatal
2018,Bydgoszcz,poor economical condition,4,Fatal
2018,Bydgoszcz,committing a crime,0,Fatal
2018,Bydgoszcz,unwanted pregnancy,0,Fatal
2018,Bydgoszcz,death of a loved one,5,Fatal
2018,Bydgoszcz,threat or loss of residence,1,Fatal
2018,Bydgoszcz,loss of health,3,Fatal
2018,Białystok,mental illness,35,Fatal
2018,Białystok,physical illness,3,Fatal
2018,Białystok,virus carrier,0,Fatal
2018,Białystok,disability,1,Fatal
2018,Białystok,family problems,8,Fatal
2018,Białystok,conflict outside family,0,Fatal
2018,Białystok,heartbreak,4,Fatal
2018,Białystok,school/work problems,0,Fatal
2018,Białystok,loss of source of income,0,Fatal
2018,Białystok,poor economical condition,3,Fatal
2018,Białystok,committing a crime,1,Fatal
2018,Białystok,unwanted pregnancy,0,Fatal
2018,Białystok,death of a loved one,0,Fatal
2018,Białystok,threat or loss of residence,0,Fatal
2018,Białystok,loss of health,1,Fatal
2018,Gdańsk,mental illness,25,Fatal
2018,Gdańsk,physical illness,8,Fatal
2018,Gdańsk,virus carrier,0,Fatal
2018,Gdańsk,disability,1,Fatal
2018,Gdańsk,family problems,19,Fatal
2018,Gdańsk,conflict outside family,1,Fatal
2018,Gdańsk,heartbreak,12,Fatal
2018,Gdańsk,school/work problems,3,Fatal
2018,Gdańsk,loss of source of income,2,Fatal
2018,Gdańsk,poor economical condition,7,Fatal
2018,Gdańsk,committing a crime,0,Fatal
2018,Gdańsk,unwanted pregnancy,1,Fatal
