year,garnizon,job,suicides,outcome
2011,Poznań,unemployed,52,Fatal
2011,Szczecin,manual,15,Fatal
2011,Szczecin,white collar,2,Fatal
2011,Szczecin,self-employed,9,Fatal
2011,Szczecin,farmer,0,Fatal
2011,Szczecin,student (elementary),4,Fatal
2011,Szczecin,student (college/university),1,Fatal
2011,Szczecin,unemployed,30,Fatal
2011,Warszawa,manual,32,Fatal
2011,Warszawa,white collar,4,Fatal
2011,Warszawa,self-employed,8,Fatal
2011,Warszawa,farmer,2,Fatal
2011,Warszawa,student (elementary),3,Fatal
2011,Warszawa,student (college/university),5,Fatal
2011,Warszawa,unemployed,36,Fatal
2012,Wrocław,manual,40,Fatal
2012,Wrocław,white collar,3,Fatal
2012,Wrocław,self-employed,8,Fatal
2012,Wrocław,farmer,1,Fatal
2012,Wrocław,student (elementary),7,Fatal
2012,Wrocław,student (college/university),2,Fatal
2012,Wrocław,unemployed,61,Fatal
2012,Bydgoszcz,manual,55,Fatal
2012,Bydgoszcz,white collar,7,Fatal
2012,Bydgoszcz,self-employed,16,Fatal
2012,Bydgoszcz,farmer,12,Fatal
2012,Bydgoszcz,student (elementary),13,Fatal
2012,Bydgoszcz,student (college/university),1,Fatal
2012,Bydgoszcz,unemployed,75,Fatal
2012,Lublin,manual,34,Fatal
2012,Lublin,white collar,4,Fatal
2012,Lublin,self-employed,9,Fatal
2012,Lublin,farmer,28,Fatal
2012,Lublin,student (elementary),8,Fatal
2012,Lublin,student (college/university),1,Fatal
2012,Lublin,unemployed,62,Fatal
2012,Gorzów Wlkp.,manual,17,Fatal
2012,Gorzów Wlkp.,white collar,3,Fatal
2012,Gorzów Wlkp.,self-employed,5,Fatal
2012,Gorzów Wlkp.,farmer,1,Fatal
2012,Gorzów Wlkp.,student (elementary),5,Fatal
2012,Gorzów Wlkp.,student (college/university),0,Fatal
2012,Gorzów Wlkp.,unemployed,24,Fatal
2012,Łódź,manual,54,Fatal
2012,Łódź,white collar,6,Fatal
2012,Łódź,self-employed,16,Fatal
2012,Łódź,farmer,17,Fatal
2012,Łódź,student (elementary),9,Fatal
2012,Łódź,student (college/university),2,Fatal
2012,Łódź,unemployed,83,Fatal
2012,Kraków,manual,48,Fatal
2012,Kraków,white collar,13,Fatal
2012,Kraków,self-employed,17,Fatal
2012,Kraków,farmer,17,Fatal
2012,Kraków,student (elementary),7,Fatal
2012,Kraków,student (college/university),5,Fatal
2012,Kraków,unemployed,72,Fatal
2012,Radom,manual,47,Fatal
2012,Radom,white collar,3,Fatal
2012,Radom,self-employed,10,Fatal
2012,Radom,farmer,32,Fatal
2012,Radom,student (elementary),11,Fatal
2012,Radom,student (college/university),1,Fatal
2012,Radom,unemployed,83,Fatal
2012,Opole,manual,15,Fatal
2012,Opole,white collar,2,Fatal
2012,Opole,self-employed,4,Fatal
2012,Opole,farmer,0,Fatal
2012,Opole,student (elementary),1,Fatal
2012,Opole,student (college/university),0,Fatal
2012,Opole,unemployed,21,Fatal
2012,Rzeszów,manual,30,Fatal
2012,Rzeszów,white collar,3,Fatal
2012,Rzeszów,self-employed,6,Fatal
2012,Rzeszów,farmer,10,Fatal
2012,Rzeszów,student (elementary),9,Fatal
2012,Rzeszów,student (college/university),1,Fatal
2012,Rzeszów,unemployed,54,Fatal
2012,Białystok,manual,24,Fatal
2012,Białystok,white collar,5,Fatal
2012,Białystok,self-employed,4,Fatal
2012,Białystok,farmer,18,Fatal
2012,Białystok,student (elementary),7,Fatal
2012,Białystok,student (college/university),3,Fatal
2012,Białystok,unemployed,38,Fatal
2012,Gdańsk,manual,42,Fatal
2012,Gdańsk,white collar,4,Fatal
2012,Gdańsk,self-employed,7,Fatal
2012,Gdańsk,farmer,4,Fatal
2012,Gdańsk,student (elementary),8,Fatal
2012,Gdańsk,student (college/university),6,Fatal
2012,Gdańsk,unemployed,31,Fatal
2012,Katowice,manual,64,Fatal
2012,Katowice,white collar,2,Fatal
2012,Katowice,self-employed,10,Fatal
2012,Katowice,farmer,6,Fatal
2012,Katowice,student (elementary),5,Fatal
2012,Katowice,student (college/university),4,Fatal
2012,Katowice,unemployed,87,Fatal
2012,Kielce,manual,47,Fatal
2012,Kielce,white collar,7,Fatal
2012,Kielce,self-employed,14,Fatal
2012,Kielce,farmer,24,Fatal
2012,Kielce,student (elementary),6,Fatal
2012,Kielce,student (college/university),2,Fatal
2012,Kielce,unemployed,83,Fatal
2012,Olsztyn,manual,31,Fatal
2012,Olsztyn,white collar,8,Fatal
2012,Olsztyn,self-employed,3,Fatal
2012,Olsztyn,farmer,12,Fatal
2012,Olsztyn,student (elementary),10,Fatal
2012,Olsztyn,student (college/university),0,Fatal
2012,Olsztyn,unemployed,54,Fatal
2012,Poznań,manual,34,Fatal
2012,Poznań,white collar,4,Fatal
2012,Poznań,self-employed,10,Fatal
2012,Poznań,farmer,12,Fatal
2012,Poznań,student (elementary),4,Fatal
2012,Poznań,student (college/university),2,Fatal
2012,Poznań,unemployed,44,Fatal
2012,Szczecin,manual,14,Fatal
2012,Szczecin,white collar,0,Fatal
2012,Szczecin,self-employed,2,Fatal
2012,Szczecin,farmer,0,Fatal
2012,Szczecin,student (elementary),4,Fatal
2012,Szczecin,student (college/university),0,Fatal
2012,Szczecin,unemployed,38,Fatal
2012,Warszawa,manual,43,Fatal
2012,Warszawa,white collar,19,Fatal
2012,Warszawa,self-employed,18,Fatal
2012,Warszawa,farmer,8,Fatal
2012,Warszawa,student (elementary),9,Fatal
2012,Warszawa,student (college/university),5,Fatal
2012,Warszawa,unemployed,71,Fatal
2013,Bydgoszcz,manual,40,Fatal
2013,Bydgoszcz,white collar,4,Fatal
2013,Bydgoszcz,self-employed,6,Fatal
2013,Bydgoszcz,farmer,21,Fatal
2013,Bydgoszcz,student (elementary),8,Fatal
2013,Bydgoszcz,student (college/university),3,Fatal
2013,Bydgoszcz,unemployed,52,Fatal
2013,Białystok,manual,23,Fatal
2013,Białystok,white collar,4,Fatal
2013,Białystok,self-employed,4,Fatal
2013,Białystok,farmer,26,Fatal
2013,Białystok,student (elementary),7,Fatal
2013,Białystok,student (college/university),1,Fatal
2013,Białystok,unemployed,38,Fatal
2013,Gdańsk,manual,34,Fatal
2013,Gdańsk,white collar,5,Fatal
2013,Gdańsk,self-employed,17,Fatal
2013,Gdańsk,farmer,7,Fatal
2013,Gdańsk,student (elementary),4,Fatal
2013,Gdańsk,student (college/university),1,Fatal
2013,Gdańsk,unemployed,77,Fatal
2013,Gorzów Wlkp.,manual,18,Fatal
2013,Gorzów Wlkp.,white collar,2,Fatal
2013,Gorzów Wlkp.,self-employed,4,Fatal
2013,Gorzów Wlkp.,farmer,2,Fatal
2013,Gorzów Wlkp.,student (elementary),3,Fatal
2013,Gorzów Wlkp.,student (college/university),0,Fatal
2013,Gorzów Wlkp.,unemployed,31,Fatal
2013,Katowice,manual,128,Fatal
2013,Katowice,white collar,16,Fatal
2013,Katowice,self-employed,28,Fatal
2013,Katowice,farmer,2,Fatal
2013,Katowice,student (elementary),24,Fatal
2013,Katowice,student (college/university),5,Fatal
2013,Katowice,unemployed,160,Fatal
2013,Kielce,manual,41,Fatal
2013,Kielce,white collar,12,Fatal
2013,Kielce,self-employed,9,Fatal
2013,Kielce,farmer,19,Fatal
2013,Kielce,student (elementary),3,Fatal
2013,Kielce,student (college/university),0,Fatal
2013,Kielce,unemployed,80,Fatal
2013,Kraków,manual,56,Fatal
2013,Kraków,white collar,10,Fatal
2013,Kraków,self-employed,17,Fatal
2013,Kraków,farmer,18,Fatal
2013,Kraków,student (elementary),9,Fatal
2013,Kraków,student (college/university),7,Fatal
2013,Kraków,unemployed,98,Fatal
2013,Łódź,manual,51,Fatal
2013,Łódź,white collar,7,Fatal
2013,Łódź,self-employed,23,Fatal
2013,Łódź,farmer,27,Fatal
2013,Łódź,student (elementary),13,Fatal
2013,Łódź,student (college/university),6,Fatal
2013,Łódź,unemployed,102,Fatal
2013,Lublin,manual,38,Fatal
2013,Lublin,white collar,9,Fatal
2013,Lublin,self-employed,13,Fatal
2013,Lublin,farmer,33,Fatal
2013,Lublin,student (elementary),14,Fatal
2013,Lublin,student (college/university),3,Fatal
2013,Lublin,unemployed,102,Fatal
2013,Olsztyn,manual,34,Fatal
2013,Olsztyn,white collar,4,Fatal
2013,Olsztyn,self-employed,4,Fatal
2013,Olsztyn,farmer,7,Fatal
2013,Olsztyn,student (elementary),9,Fatal
2013,Olsztyn,student (college/university),3,Fatal
2013,Olsztyn,unemployed,66,Fatal
2013,Opole,manual,17,Fatal
2013,Opole,white collar,3,Fatal
2013,Opole,self-employed,2,Fatal
2013,Opole,farmer,3,Fatal
2013,Opole,student (elementary),8,Fatal
2013,Opole,student (college/university),1,Fatal
2013,Opole,unemployed,42,Fatal
2013,Poznań,manual,50,Fatal
2013,Poznań,white collar,7,Fatal
2013,Poznań,self-employed,21,Fatal
2013,Poznań,farmer,23,Fatal
2013,Poznań,student (elementary),12,Fatal
2013,Poznań,student (college/university),2,Fatal
2013,Poznań,unemployed,86,Fatal
2013,Rzeszów,manual,33,Fatal
2013,Rzeszów,white collar,6,Fatal
2013,Rzeszów,self-employed,6,Fatal
2013,Rzeszów,farmer,9,Fatal
2013,Rzeszów,student (elementary),8,Fatal
2013,Rzeszów,student (college/university),2,Fatal
2013,Rzeszów,unemployed,69,Fatal
2013,Szczecin,manual,39,Fatal
2013,Szczecin,white collar,4,Fatal
2013,Szczecin,self-employed,12,Fatal
2013,Szczecin,farmer,3,Fatal
2013,Szczecin,student (elementary),10,Fatal
2013,Szczecin,student (college/university),0,Fatal
2013,Szczecin,unemployed,97,Fatal
2013,Warszawa,manual,42,Fatal
2013,Warszawa,white collar,16,Fatal
2013,Warszawa,self-employed,22,Fatal
2013,Warszawa,farmer,5,Fatal
2013,Warszawa,student (elementary),6,Fatal
2013,Warszawa,student (college/university),7,Fatal
2013,Warszawa,unemployed,91,Fatal
2013,Radom,manual,52,Fatal
2013,Radom,white collar,6,Fatal
2013,Radom,self-employed,12,Fatal
2013,Radom,farmer,39,Fatal
2013,Radom,student (elementary),15,Fatal
2013,Radom,student (college/university),1,Fatal
2013,Radom,unemployed,125,Fatal
2013,Wrocław,manual,48,Fatal
2013,Wrocław,white collar,10,Fatal
2013,Wrocław,self-employed,21,Fatal
2013,Wrocław,farmer,9,Fatal
2013,Wrocław,student (elementary),13,Fatal
2013,Wrocław,student (college/university),4,Fatal
2013,Wrocław,unemployed,132,Fatal
2014,Bydgoszcz,manual,50,Fatal
2014,Bydgoszcz,white collar,4,Fatal
2014,Bydgoszcz,self-employed,13,Fatal
2014,Bydgoszcz,farmer,14,Fatal
2014,Bydgoszcz,student (elementary),8,Fatal
2014,Bydgoszcz,student (college/university),0,Fatal
2014,Bydgoszcz,unemployed,74,Fatal
2014,Białystok,manual,21,Fatal
2014,Białystok,white collar,2,Fatal
2014,Białystok,self-employed,3,Fatal
2014,Białystok,farmer,19,Fatal
2014,Białystok,student (elementary),6,Fatal
2014,Białystok,student (college/university),1,Fatal
2014,Białystok,unemployed,37,Fatal
2014,Gdańsk,manual,45,Fatal
2014,Gdańsk,white collar,9,Fatal
2014,Gdańsk,self-employed,5,Fatal
2014,Gdańsk,farmer,7,Fatal
2014,Gdańsk,student (elementary),7,Fatal
2014,Gdańsk,student (college/university),2,Fatal
2014,Gdańsk,unemployed,79,Fatal
2014,Gorzów Wlkp.,manual,9,Fatal
2014,Gorzów Wlkp.,white collar,0,Fatal
2014,Gorzów Wlkp.,self-employed,1,Fatal
2014,Gorzów Wlkp.,farmer,0,Fatal
2014,Gorzów Wlkp.,student (elementary),1,Fatal
2014,Gorzów Wlkp.,student (college/university),1,Fatal
2014,Gorzów Wlkp.,unemployed,26,Fatal
2014,Katowice,manual,108,Fatal
2014,Katowice,white collar,14,Fatal
2014,Katowice,self-employed,25,Fatal
2014,Katowice,farmer,1,Fatal
2014,Katowice,student (elementary),9,Fatal
2014,Katowice,student (college/university),2,Fatal
2014,Katowice,unemployed,139,Fatal
2014,Kielce,manual,40,Fatal
2014,Kielce,white collar,8,Fatal
2014,Kielce,self-employed,7,Fatal
2014,Kielce,farmer,25,Fatal
2014,Kielce,student (elementary),8,Fatal
2014,Kielce,student (college/university),1,Fatal
2014,Kielce,unemployed,69,Fatal
2014,Kraków,manual,54,Fatal
2014,Kraków,white collar,10,Fatal
2014,Kraków,self-employed,11,Fatal
2014,Kraków,farmer,19,Fatal
2014,Kraków,student (elementary),8,Fatal
2014,Kraków,student (college/university),8,Fatal
2014,Kraków,unemployed,111,Fatal
2014,Łódź,manual,54,Fatal
2014,Łódź,white collar,12,Fatal
2014,Łódź,self-employed,6,Fatal
2014,Łódź,farmer,33,Fatal
2014,Łódź,student (elementary),12,Fatal
2014,Łódź,student (college/university),2,Fatal
2014,Łódź,unemployed,79,Fatal
2014,Lublin,manual,40,Fatal
2014,Lublin,white collar,11,Fatal
2014,Lublin,self-employed,5,Fatal
2014,Lublin,farmer,23,Fatal
2014,Lublin,student (elementary),10,Fatal
2014,Lublin,student (college/university),5,Fatal
2014,Lublin,unemployed,100,Fatal
2014,Olsztyn,manual,37,Fatal
2014,Olsztyn,white collar,8,Fatal
2014,Olsztyn,self-employed,6,Fatal
2014,Olsztyn,farmer,4,Fatal
2014,Olsztyn,student (elementary),10,Fatal
2014,Olsztyn,student (college/university),1,Fatal
2014,Olsztyn,unemployed,76,Fatal
2014,Opole,manual,19,Fatal
2014,Opole,white collar,5,Fatal
2014,Opole,self-employed,5,Fatal
2014,Opole,farmer,3,Fatal
2014,Opole,student (elementary),3,Fatal
2014,Opole,student (college/university),3,Fatal
2014,Opole,unemployed,35,Fatal
2014,Poznań,manual,65,Fatal
2014,Poznań,white collar,8,Fatal
2014,Poznań,self-employed,8,Fatal
2014,Poznań,farmer,28,Fatal
2014,Poznań,student (elementary),11,Fatal
2014,Poznań,student (college/university),2,Fatal
2014,Poznań,unemployed,100,Fatal
2014,Rzeszów,manual,31,Fatal
2014,Rzeszów,white collar,5,Fatal
2014,Rzeszów,self-employed,10,Fatal
2014,Rzeszów,farmer,12,Fatal
2014,Rzeszów,student (elementary),10,Fatal
2014,Rzeszów,student (college/university),4,Fatal
2014,Rzeszów,unemployed,77,Fatal
2014,Szczecin,manual,52,Fatal
2014,Szczecin,white collar,5,Fatal
2014,Szczecin,self-employed,7,Fatal
2014,Szczecin,farmer,3,Fatal
2014,Szczecin,student (elementary),8,Fatal
2014,Szczecin,student (college/university),3,Fatal
2014,Szczecin,unemployed,90,Fatal
2014,Warszawa,manual,42,Fatal
2014,Warszawa,white collar,15,Fatal
2014,Warszawa,self-employed,16,Fatal
2014,Warszawa,farmer,4,Fatal
2014,Warszawa,student (elementary),8,Fatal
2014,Warszawa,student (college/university),5,Fatal
2014,Warszawa,unemployed,95,Fatal
2014,Radom,manual,63,Fatal
2014,Radom,white collar,9,Fatal
2014,Radom,self-employed,7,Fatal
2014,Radom,farmer,42,Fatal
2014,Radom,student (elementary),17,Fatal
2014,Radom,student (college/university),3,Fatal
2014,Radom,unemployed,114,Fatal
2014,Wrocław,manual,59,Fatal
2014,Wrocław,white collar,7,Fatal
2014,Wrocław,self-employed,12,Fatal
2014,Wrocław,farmer,4,Fatal
2014,Wrocław,student (elementary),22,Fatal
2014,Wrocław,student (college/university),4,Fatal
2014,Wrocław,unemployed,150,Fatal
2015,Bydgoszcz,manual,27,Fatal
2015,Bydgoszcz,white collar,6,Fatal
2015,Bydgoszcz,self-employed,6,Fatal
2015,Bydgoszcz,farmer,12,Fatal
2015,Bydgoszcz,student (elementary),11,Fatal
2015,Bydgoszcz,student (college/university),2,Fatal
2015,Bydgoszcz,unemployed,59,Fatal
2015,Białystok,manual,23,Fatal
2015,Białystok,white collar,4,Fatal
2015,Białystok,self-employed,4,Fatal
2015,Białystok,farmer,20,Fatal
2015,Białystok,student (elementary),2,Fatal
2015,Białystok,student (college/university),3,Fatal
2015,Białystok,unemployed,32,Fatal
2015,Gdańsk,manual,49,Fatal
2015,Gdańsk,white collar,7,Fatal
2015,Gdańsk,self-employed,9,Fatal
2015,Gdańsk,farmer,5,Fatal
2015,Gdańsk,student (elementary),7,Fatal
2015,Gdańsk,student (college/university),2,Fatal
2015,Gdańsk,unemployed,64,Fatal
2015,Gorzów Wlkp.,manual,22,Fatal
2015,Gorzów Wlkp.,white collar,2,Fatal
2015,Gorzów Wlkp.,self-employed,4,Fatal
2015,Gorzów Wlkp.,farmer,0,Fatal
2015,Gorzów Wlkp.,student (elementary),4,Fatal
2015,Gorzów Wlkp.,student (college/university),0,Fatal
2015,Gorzów Wlkp.,unemployed,38,Fatal
2015,Katowice,manual,99,Fatal
2015,Katowice,white collar,10,Fatal
2015,Katowice,self-employed,20,Fatal
2015,Katowice,farmer,4,Fatal
2015,Katowice,student (elementary),8,Fatal
2015,Katowice,student (college/university),3,Fatal
2015,Katowice,unemployed,138,Fatal
2015,Kielce,manual,35,Fatal
2015,Kielce,white collar,5,Fatal
2015,Kielce,self-employed,5,Fatal
2015,Kielce,farmer,13,Fatal
2015,Kielce,student (elementary),7,Fatal
2015,Kielce,student (college/university),4,Fatal
2015,Kielce,unemployed,70,Fatal
2015,Kraków,manual,54,Fatal
2015,Kraków,white collar,11,Fatal
2015,Kraków,self-employed,16,Fatal
2015,Kraków,farmer,11,Fatal
2015,Kraków,student (elementary),6,Fatal
2015,Kraków,student (college/university),9,Fatal
2015,Kraków,unemployed,73,Fatal
2015,Łódź,manual,39,Fatal
2015,Łódź,white collar,8,Fatal
2015,Łódź,self-employed,8,Fatal
2015,Łódź,farmer,21,Fatal
2015,Łódź,student (elementary),17,Fatal
2015,Łódź,student (college/university),0,Fatal
2015,Łódź,unemployed,95,Fatal
2015,Lublin,manual,45,Fatal
2015,Lublin,white collar,3,Fatal
2015,Lublin,self-employed,15,Fatal
2015,Lublin,farmer,29,Fatal
2015,Lublin,student (elementary),12,Fatal
2015,Lublin,student (college/university),2,Fatal
2015,Lublin,unemployed,90,Fatal
2015,Olsztyn,manual,26,Fatal
2015,Olsztyn,white collar,3,Fatal
2015,Olsztyn,self-employed,5,Fatal
2015,Olsztyn,farmer,8,Fatal
2015,Olsztyn,student (elementary),5,Fatal
2015,Olsztyn,student (college/university),0,Fatal
2015,Olsztyn,unemployed,72,Fatal
2015,Opole,manual,31,Fatal
2015,Opole,white collar,6,Fatal
2015,Opole,self-employed,10,Fatal
2015,Opole,farmer,8,Fatal
2015,Opole,student (elementary),4,Fatal
2015,Opole,student (college/university),1,Fatal
2015,Opole,unemployed,22,Fatal
2015,Poznań,manual,61,Fatal
2015,Poznań,white collar,9,Fatal
2015,Poznań,self-employed,18,Fatal
2015,Poznań,farmer,23,Fatal
2015,Poznań,student (elementary),6,Fatal
2015,Poznań,student (college/university),4,Fatal
2015,Poznań,unemployed,89,Fatal
2015,Rzeszów,manual,33,Fatal
2015,Rzeszów,white collar,11,Fatal
2015,Rzeszów,self-employed,4,Fatal
2015,Rzeszów,farmer,17,Fatal
2015,Rzeszów,student (elementary),9,Fatal
2015,Rzeszów,student (college/university),1,Fatal
2015,Rzeszów,unemployed,71,Fatal
2015,Szczecin,manual,41,Fatal
2015,Szczecin,white collar,3,Fatal
2015,Szczecin,self-employed,8,Fatal
2015,Szczecin,farmer,4,Fatal
2015,Szczecin,student (elementary),10,Fatal
2015,Szczecin,student (college/university),1,Fatal
2015,Szczecin,unemployed,81,Fatal
2015,Warszawa,manual,42,Fatal
2015,Warszawa,white collar,19,Fatal
2015,Warszawa,self-employed,16,Fatal
2015,Warszawa,farmer,5,Fatal
2015,Warszawa,student (elementary),9,Fatal
2015,Warszawa,student (college/university),5,Fatal
2015,Warszawa,unemployed,63,Fatal
2015,Radom,manual,66,Fatal
2015,Radom,white collar,8,Fatal
2015,Radom,self-employed,6,Fatal
2015,Radom,farmer,35,Fatal
2015,Radom,student (elementary),8,Fatal
2015,Radom,student (college/university),3,Fatal
2015,Radom,unemployed,91,Fatal
2015,Wrocław,manual,70,Fatal
2015,Wrocław,white collar,10,Fatal
2015,Wrocław,self-employed,8,Fatal
2015,Wrocław,farmer,5,Fatal
2015,Wrocław,student (elementary),7,Fatal
2015,Wrocław,student (college/university),3,Fatal
2015,Wrocław,unemployed,119,Fatal
2016,Bydgoszcz,manual,35,Fatal
2016,Bydgoszcz,white collar,6,Fatal
2016,Bydgoszcz,self-employed,5,Fatal
2016,Bydgoszcz,farmer,17,Fatal
2016,Bydgoszcz,student (elementary),5,Fatal
2016,Bydgoszcz,student (college/university),2,Fatal
2016,Bydgoszcz,unemployed,51,Fatal
2016,Białystok,manual,27,Fatal
2016,Białystok,white collar,1,Fatal
2016,Białystok,self-employed,5,Fatal
2016,Białystok,farmer,22,Fatal
2016,Białystok,student (elementary),3,Fatal
2016,Białystok,student (college/university),0,Fatal
2016,Białystok,unemployed,30,Fatal
2016,Gdańsk,manual,28,Fatal
2016,Gdańsk,white collar,3,Fatal
2016,Gdańsk,self-employed,10,Fatal
2016,Gdańsk,farmer,10,Fatal
2016,Gdańsk,student (elementary),11,Fatal
2016,Gdańsk,student (college/university),2,Fatal
2016,Gdańsk,unemployed,59,Fatal
2016,Gorzów Wlkp.,manual,18,Fatal
2016,Gorzów Wlkp.,white collar,3,Fatal
2016,Gorzów Wlkp.,self-employed,2,Fatal
2016,Gorzów Wlkp.,farmer,0,Fatal
2016,Gorzów Wlkp.,student (elementary),3,Fatal
2016,Gorzów Wlkp.,student (college/university),0,Fatal
2016,Gorzów Wlkp.,unemployed,36,Fatal
2016,Katowice,manual,95,Fatal
2016,Katowice,white collar,13,Fatal
2016,Katowice,self-employed,14,Fatal
2016,Katowice,farmer,6,Fatal
2016,Katowice,student (elementary),4,Fatal
2016,Katowice,student (college/university),4,Fatal
2016,Katowice,unemployed,146,Fatal
2016,Kielce,manual,31,Fatal
2016,Kielce,white collar,7,Fatal
2016,Kielce,self-employed,9,Fatal
2016,Kielce,farmer,19,Fatal
2016,Kielce,student (elementary),5,Fatal
2016,Kielce,student (college/university),2,Fatal
2016,Kielce,unemployed,79,Fatal
2016,Kraków,manual,58,Fatal
2016,Kraków,white collar,10,Fatal
2016,Kraków,self-employed,20,Fatal
2016,Kraków,farmer,20,Fatal
2016,Kraków,student (elementary),4,Fatal
2016,Kraków,student (college/university),3,Fatal
2016,Kraków,unemployed,60,Fatal
2016,Łódź,manual,54,Fatal
2016,Łódź,white collar,6,Fatal
2016,Łódź,self-employed,12,Fatal
2016,Łódź,farmer,27,Fatal
2016,Łódź,student (elementary),8,Fatal
2016,Łódź,student (college/university),1,Fatal
2016,Łódź,unemployed,70,Fatal
2016,Lublin,manual,43,Fatal
2016,Lublin,white collar,8,Fatal
2016,Lublin,self-employed,9,Fatal
2016,Lublin,farmer,30,Fatal
2016,Lublin,student (elementary),15,Fatal
2016,Lublin,student (college/university),6,Fatal
2016,Lublin,unemployed,78,Fatal
2016,Olsztyn,manual,19,Fatal
2016,Olsztyn,white collar,3,Fatal
2016,Olsztyn,self-employed,8,Fatal
2016,Olsztyn,farmer,10,Fatal
2016,Olsztyn,student (elementary),7,Fatal
2016,Olsztyn,student (college/university),1,Fatal
2016,Olsztyn,unemployed,59,Fatal
2016,Opole,manual,19,Fatal
2016,Opole,white collar,2,Fatal
2016,Opole,self-employed,4,Fatal
2016,Opole,farmer,4,Fatal
2016,Opole,student (elementary),5,Fatal
2016,Opole,student (college/university),0,Fatal
2016,Opole,unemployed,31,Fatal
2016,Poznań,manual,58,Fatal
2016,Poznań,white collar,10,Fatal
2016,Poznań,self-employed,9,Fatal
2016,Poznań,farmer,19,Fatal
2016,Poznań,student (elementary),7,Fatal
2016,Poznań,student (college/university),3,Fatal
2016,Poznań,unemployed,95,Fatal
2016,Rzeszów,manual,38,Fatal
2016,Rzeszów,white collar,4,Fatal
2016,Rzeszów,self-employed,6,Fatal
2016,Rzeszów,farmer,7,Fatal
2016,Rzeszów,student (elementary),3,Fatal
2016,Rzeszów,student (college/university),2,Fatal
2016,Rzeszów,unemployed,66,Fatal
2016,Szczecin,manual,41,Fatal
2016,Szczecin,white collar,6,Fatal
2016,Szczecin,self-employed,12,Fatal
2016,Szczecin,farmer,6,Fatal
2016,Szczecin,student (elementary),7,Fatal
2016,Szczecin,student (college/university),4,Fatal
2016,Szczecin,unemployed,59,Fatal
2016,Warszawa,manual,39,Fatal
2016,Warszawa,white collar,13,Fatal
2016,Warszawa,self-employed,18,Fatal
2016,Warszawa,farmer,4,Fatal
2016,Warszawa,student (elementary),3,Fatal
2016,Warszawa,student (college/university),11,Fatal
2016,Warszawa,unemployed,65,Fatal
2016,Radom,manual,54,Fatal
2016,Radom,white collar,6,Fatal
2016,Radom,self-employed,12,Fatal
2016,Radom,farmer,42,Fatal
2016,Radom,student (elementary),8,Fatal
2016,Radom,student (college/university),1,Fatal
2016,Radom,unemployed,85,Fatal
2016,Wrocław,manual,53,Fatal
2016,Wrocław,white collar,11,Fatal
2016,Wrocław,self-employed,12,Fatal
2016,Wrocław,farmer,6,Fatal
2016,Wrocław,student (elementary),9,Fatal
2016,Wrocław,student (college/university),3,Fatal
2016,Wrocław,unemployed,107,Fatal
2017,Bydgoszcz,permanent,25,Fatal
2017,Bydgoszcz,casual,27,Fatal
2017,Bydgoszcz,self-employed,11,Fatal
2017,Bydgoszcz,farmer,8,Fatal
2017,Bydgoszcz,student (elementary),7,Fatal
2017,Bydgoszcz,student (college/university),2,Fatal
2017,Bydgoszcz,unemployed,43,Fatal
2017,Białystok,permanent,19,Fatal
2017,Białystok,casual,10,Fatal
2017,Białystok,self-employed,3,Fatal
2017,Białystok,farmer,13,Fatal
2017,Białystok,student (elementary),6,Fatal
2017,Białystok,student (college/university),1,Fatal
2017,Białystok,unemployed,26,Fatal
2017,Gdańsk,permanent,33,Fatal
2017,Gdańsk,casual,25,Fatal
2017,Gdańsk,self-employed,14,Fatal
2017,Gdańsk,farmer,4,Fatal
2017,Gdańsk,student (elementary),8,Fatal
2017,Gdańsk,student (college/university),1,Fatal
2017,Gdańsk,unemployed,48,Fatal
2017,Gorzów Wlkp.,permanent,15,Fatal
2017,Gorzów Wlkp.,casual,3,Fatal
2017,Gorzów Wlkp.,self-employed,4,Fatal
2017,Gorzów Wlkp.,farmer,2,Fatal
2017,Gorzów Wlkp.,student (elementary),5,Fatal
2017,Gorzów Wlkp.,student (college/university),2,Fatal
2017,Gorzów Wlkp.,unemployed,20,Fatal
2017,Katowice,permanent,120,Fatal
2017,Katowice,casual,34,Fatal
2017,Katowice,self-employed,14,Fatal
2017,Katowice,farmer,3,Fatal
2017,Katowice,student (elementary),7,Fatal
2017,Katowice,student (college/university),3,Fatal
2017,Katowice,unemployed,118,Fatal
2017,Kielce,permanent,27,Fatal
2017,Kielce,casual,23,Fatal
2017,Kielce,self-employed,4,Fatal
2017,Kielce,farmer,19,Fatal
2017,Kielce,student (elementary),3,Fatal
2017,Kielce,student (college/university),0,Fatal
2017,Kielce,unemployed,53,Fatal
2017,Kraków,permanent,47,Fatal
2017,Kraków,casual,46,Fatal
2017,Kraków,self-employed,10,Fatal
2017,Kraków,farmer,24,Fatal
2017,Kraków,student (elementary),10,Fatal
2017,Kraków,student (college/university),6,Fatal
2017,Kraków,unemployed,55,Fatal
2017,Łódź,permanent,52,Fatal
2017,Łódź,casual,28,Fatal
2017,Łódź,self-employed,5,Fatal
2017,Łódź,farmer,26,Fatal
2017,Łódź,student (elementary),8,Fatal
2017,Łódź,student (college/university),1,Fatal
2017,Łódź,unemployed,78,Fatal
2017,Lublin,permanent,39,Fatal
2017,Lublin,casual,31,Fatal
2017,Lublin,self-employed,10,Fatal
2017,Lublin,farmer,27,Fatal
2017,Lublin,student (elementary),6,Fatal
2017,Lublin,student (college/university),8,Fatal
